symbol,ex_date,event,factor,source,verdict,measured_open,measured_close,persistence
AZTR,2024-07-01,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0324,0.0349,persistent
AZTR,2025-08-21,REVERSE_SPLIT,0.15,yahoo,corroborated,0.1457,0.1441,persistent
AZUL,2026-06-01,REVERSE_SPLIT,0.035714,inband,ex-date-absent,,,
BACK,2023-09-08,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0402,0.0401,persistent
BAIG,2026-05-05,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0986,0.111,persistent
BANL,2026-07-20,REVERSE_SPLIT,0.076923,yahoo,corroborated,0.0856,0.0824,persistent
BAOS,2022-05-25,REVERSE_SPLIT,0.35,inband,corroborated,0.3595,0.3595,persistent
BAOS,2023-03-22,REVERSE_SPLIT,0.166667,yahoo,drifted,0.1949,0.232,persistent
BARK,2026-04-01,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0493,0.0483,persistent
BBGI,2024-09-24,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
BBIG,2023-05-11,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0551,0.0605,persistent
BBLG,2023-06-07,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0307,0.0354,persistent
BBLG,2023-12-20,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
BBLG,2025-06-10,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.1425,0.1425,persistent
BBLN,2022-12-16,REVERSE_SPLIT,0.04,inband,corroborated,0.046,0.0403,persistent
BBSI,2024-06-24,FORWARD_SPLIT,4.0,yahoo,corroborated,3.9988,4.0274,persistent
BBU,2022-03-15,FORWARD_SPLIT,1.4375,inband,corroborated,1.4319,1.4979,persistent
BCAB,2026-04-06,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0215,0.0237,persistent
BCAN,2024-08-26,REVERSE_SPLIT,0.061538,inband,corroborated,0.0612,0.0584,persistent
BCDA,2024-05-30,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0666,0.0666,persistent
BCHT,2025-12-31,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
BCLI,2024-10-01,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0706,0.0736,persistent
BCTX,2025-08-25,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1131,0.0907,persistent
BDRX,2022-09-26,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
BDRX,2023-03-27,REVERSE_SPLIT,0.25,yahoo,no-prev-bar,,,
BDRX,2023-07-05,REVERSE_SPLIT,0.0125,yahoo,corroborated,0.0129,0.0139,persistent
BDRX,2024-10-04,REVERSE_SPLIT,0.04,yahoo,corroborated,0.041,0.045,persistent
BDRX,2025-07-31,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1102,0.1098,persistent
BDRX,2026-04-06,REVERSE_SPLIT,0.2,yahoo,corroborated,0.146,0.2426,persistent
BDSX,2025-09-15,REVERSE_SPLIT,0.05,yahoo,corroborated,0.051,0.0502,persistent
BDX,2022-04-01,FORWARD_SPLIT,1.025,yahoo,corroborated,1.0234,1.0133,persistent
BDX,2026-02-10,FORWARD_SPLIT,1.272,yahoo,corroborated,1.2493,1.208,persistent
BENF,2024-04-18,REVERSE_SPLIT,0.0125,yahoo,drifted,0.0166,0.0157,persistent
BENF,2025-12-15,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1201,0.1502,persistent
BERZ,2024-03-25,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0979,0.1011,persistent
BERZ,2026-02-24,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0523,0.0534,persistent
BESS,2025-02-03,REVERSE_SPLIT,0.00714285714286,yahoo,ex-date-absent,,,
BEST,2022-05-20,REVERSE_SPLIT,0.2375,inband,corroborated,0.1958,0.2593,persistent
BEST,2023-04-04,REVERSE_SPLIT,0.25,inband,corroborated,0.2687,0.2718,persistent
BETR,2024-08-19,REVERSE_SPLIT,0.02,yahoo,corroborated,0.021,0.0208,persistent
BEZ,2026-06-03,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0933,0.09,persistent
BFH,2021-11-08,FORWARD_SPLIT,1.253,yahoo,ex-date-absent,,,
BFOR,2026-07-01,FORWARD_SPLIT,4.0,yahoo,ex-date-absent,,,
BFRI,2023-07-05,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0564,0.0557,persistent
BGDE,2023-02-09,REVERSE_SPLIT,0.166666666667,yahoo,ex-date-absent,,,
BGDE,2025-11-21,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
BGLC,2025-04-07,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
BGM,2024-06-21,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
BGMS,2023-12-18,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
BGMS,2025-05-12,REVERSE_SPLIT,0.0625,yahoo,ex-date-absent,,,
BGMS,2025-07-07,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
BHAT,2022-05-27,REVERSE_SPLIT,0.109375,inband,corroborated,0.0746,0.0955,persistent
BHG,2023-05-22,REVERSE_SPLIT,0.0125,inband,corroborated,0.0154,0.0138,persistent
BHIL,2024-07-19,REVERSE_SPLIT,0.03,inband,corroborated,0.0307,0.0272,persistent
BHP,2022-06-02,FORWARD_SPLIT,1.121,yahoo,corroborated,1.0783,1.0617,persistent
BHRB,2022-11-15,FORWARD_SPLIT,40.0,yahoo,ex-date-absent,,,
BIAF,2025-09-19,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0364,0.0345,persistent
BIAF,2026-08-24,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.066,0.0675,persistent
BIMI,2022-02-03,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2223,0.2032,persistent
BIMI,2022-12-12,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1027,0.0956,persistent
BINI,2023-05-04,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
BINI,2023-08-11,REVERSE_SPLIT,0.111111111111,yahoo,ex-date-absent,,,
BINI,2023-12-21,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
BINI,2024-09-17,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
BINI,2025-02-18,REVERSE_SPLIT,0.0166666666667,yahoo,ex-date-absent,,,
BINI,2025-04-11,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
BINI,2025-06-02,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
BINI,2025-08-04,REVERSE_SPLIT,0.004,yahoo,drifted,0.0054,0.0052,persistent
BINI,2025-09-22,REVERSE_SPLIT,0.004,yahoo,drifted,0.0061,0.0058,persistent
BIOL,2022-04-29,REVERSE_SPLIT,0.052632,inband,corroborated,0.0458,0.0437,persistent
BIOR,2023-01-03,REVERSE_SPLIT,0.041667,inband,drifted,0.0432,0.0582,persistent
BIOR,2024-10-18,REVERSE_SPLIT,0.107692,inband,corroborated,0.1174,0.13,persistent
BIP,2022-06-13,FORWARD_SPLIT,1.5,yahoo,corroborated,1.5297,1.5227,persistent
BIPC,2022-06-13,FORWARD_SPLIT,1.5,yahoo,corroborated,1.5224,1.555,persistent
BIRD,2024-09-05,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0529,0.0582,persistent
BIS,2026-05-28,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5045,0.5082,persistent
BIT,2025-08-19,FORWARD_SPLIT,1.029,yahoo,corroborated,1.0299,1.0455,persistent
BITI,2024-11-07,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1969,0.2014,persistent
BITS,2022-12-20,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
BIVI,2024-08-06,REVERSE_SPLIT,0.1,yahoo,drifted,0.12,0.1342,persistent
BIVI,2025-07-07,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1128,0.1236,persistent
BIYA,2025-12-30,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
BIYA,2026-07-13,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0932,0.1159,persistent
BJDX,2023-07-24,REVERSE_SPLIT,0.05,yahoo,drifted,0.0502,0.0364,persistent
BJDX,2024-06-20,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1205,0.1191,persistent
BJDX,2024-11-18,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0199,0.018,persistent
BJDX,2026-01-29,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
BKCH,2022-12-20,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
BKDT,2024-02-23,REVERSE_SPLIT,0.416667,inband,not-corroborated,0.9783,0.99,bad-open-print
BKEM,2026-07-20,FORWARD_SPLIT,3.0,yahoo,ex-date-absent,,,
BKIE,2026-07-20,FORWARD_SPLIT,3.0,yahoo,corroborated,3.03,3.03,persistent
BKKT,2024-04-29,REVERSE_SPLIT,0.04,yahoo,corroborated,0.043,0.0401,persistent
BKLC,2026-07-20,FORWARD_SPLIT,3.0,yahoo,corroborated,2.9981,3.007,persistent
BKMC,2026-07-20,FORWARD_SPLIT,3.0,yahoo,ex-date-absent,,,
BKNG,2026-04-06,FORWARD_SPLIT,25.0,yahoo,corroborated,25.056,23.7683,persistent
BKSE,2026-07-20,FORWARD_SPLIT,3.0,yahoo,ex-date-absent,,,
BKSY,2024-09-09,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1246,0.1101,persistent
BKT,2022-10-18,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3317,0.3317,persistent
BKT,2025-09-29,FORWARD_SPLIT,1.008,yahoo,corroborated,1.009,1.0072,persistent
BKTI,2023-04-24,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2048,0.197,persistent
BKYI,2023-12-21,REVERSE_SPLIT,0.055556,yahoo,corroborated,0.0565,0.0526,persistent
BKYI,2026-04-30,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0982,0.0988,persistent
BKYI,2026-07-08,REVERSE_SPLIT,0.48,inband,ex-date-absent,,,
BLNE,2023-05-15,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
BLNE,2025-03-12,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
BLPH,2023-06-05,FORWARD_SPLIT,5.0,inband,drifted,3.6075,7.4922,persistent
BLRX,2025-01-30,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0264,0.0301,persistent
BLUE,2024-12-13,REVERSE_SPLIT,0.047619,inband,drifted,0.0545,0.0605,persistent
BMGL,2026-06-22,REVERSE_SPLIT,0.0833333333333,yahoo,ex-date-absent,,,
BMNG,2026-05-05,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0475,0.0494,persistent
BMNU,2026-07-13,REVERSE_SPLIT,0.1,yahoo,corroborated,0.103,0.1054,persistent
BMRA,2025-04-21,REVERSE_SPLIT,0.125,yahoo,corroborated,0.125,0.1391,persistent
BMVP,2023-07-17,FORWARD_SPLIT,3.0,yahoo,ex-date-absent,,,
BN,2022-12-12,FORWARD_SPLIT,1.237,yahoo,no-prev-bar,,,
BN,2025-10-10,FORWARD_SPLIT,1.5,yahoo,corroborated,1.4862,1.5684,persistent
BNAI,2025-12-12,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1065,0.1119,persistent
BNBX,2024-04-25,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
BNBX,2025-03-14,REVERSE_SPLIT,0.02,yahoo,ex-date-absent,,,
BNBX,2025-06-02,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
BNC,2022-02-09,REVERSE_SPLIT,0.00666666666667,yahoo,ex-date-absent,,,
BNC,2024-06-07,REVERSE_SPLIT,0.0833333333333,yahoo,ex-date-absent,,,
BNDD,2025-09-05,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
BNDD,2025-09-12,REVERSE_SPLIT,0.12,inband,ex-date-absent,,,
BNED,2024-06-12,REVERSE_SPLIT,0.01,yahoo,drifted,0.0135,0.0136,persistent
BNGO,2023-08-07,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1009,0.1037,persistent
BNGO,2025-01-27,REVERSE_SPLIT,0.016667,yahoo,drifted,0.0174,0.0209,persistent
BNKD,2024-04-29,REVERSE_SPLIT,0.203125,inband,corroborated,0.2022,0.1981,persistent
BNKD,2026-02-24,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
BNKK,2025-12-11,REVERSE_SPLIT,0.028571,yahoo,drifted,0.0279,0.0359,persistent
BNR,2024-05-15,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
BNRG,2023-12-04,REVERSE_SPLIT,0.109375,inband,corroborated,0.1026,0.1026,persistent
BNRG,2025-06-20,REVERSE_SPLIT,0.192308,inband,corroborated,0.1937,0.1922,persistent
BNRG,2026-08-13,REVERSE_SPLIT,0.166667,yahoo,drifted,0.1444,0.1308,persistent
BNT,2025-10-10,FORWARD_SPLIT,1.5,yahoo,corroborated,1.487,1.5663,persistent
BNTC,2023-07-26,REVERSE_SPLIT,0.058824,yahoo,corroborated,0.0536,0.0579,persistent
BNZI,2025-07-08,REVERSE_SPLIT,0.103448,inband,corroborated,0.1226,0.1268,persistent
BNZI,2026-05-08,REVERSE_SPLIT,0.047619,inband,corroborated,0.0494,0.0525,persistent
BODI,2023-11-22,REVERSE_SPLIT,0.02,yahoo,ex-date-absent,,,
BODY,2023-11-22,REVERSE_SPLIT,0.025,inband,drifted,0.0238,0.0181,persistent
BOIL,2023-06-23,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0491,0.0457,persistent
BOIL,2024-11-07,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2049,0.2074,persistent
BOIL,2026-05-28,REVERSE_SPLIT,0.5,yahoo,corroborated,0.4906,0.4435,persistent
BOLT,2025-06-09,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
BON,2024-04-11,REVERSE_SPLIT,0.1,yahoo,corroborated,0.101,0.1017,persistent
BON,2025-05-19,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0416,0.0464,persistent
BORR,2021-12-14,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5263,0.5229,persistent
BOXL,2023-06-15,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1287,0.1431,persistent
BOXL,2025-02-18,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1935,0.206,persistent
BOXL,2025-12-23,REVERSE_SPLIT,0.166667,yahoo,drifted,0.1902,0.2109,persistent
BOXL,2026-06-22,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.1564,0.174,persistent
BPTH,2024-02-23,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0602,0.0602,persistent
BPTS,2023-03-30,REVERSE_SPLIT,0.123077,inband,drifted,0.0963,0.0963,persistent
BQ,2023-08-21,REVERSE_SPLIT,0.26087,inband,corroborated,0.2706,0.308,persistent
BQ,2025-01-21,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1107,0.1076,persistent
BRAI,2026-04-29,FORWARD_SPLIT,3.0,yahoo,corroborated,3.4581,3.5055,persistent
BRCC,2026-08-24,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0956,0.0943,persistent
BRDS,2023-05-19,REVERSE_SPLIT,0.035714,inband,drifted,0.0393,0.0467,persistent
BREA,2025-06-26,REVERSE_SPLIT,0.103448,inband,ex-date-absent,,,
BRFH,2021-12-29,REVERSE_SPLIT,0.0769230769231,yahoo,ex-date-absent,,,
BRKL,2026-07-09,REVERSE_SPLIT,0.46,inband,ex-date-absent,,,
BRNS,2024-04-19,REVERSE_SPLIT,0.619048,inband,ex-date-absent,,,
BRNX,2023-12-04,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
BRNX,2025-06-20,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
BRNX,2026-01-26,REVERSE_SPLIT,0.142857142857,yahoo,ex-date-absent,,,
BRNX,2026-04-15,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
BRNX,2026-08-13,REVERSE_SPLIT,0.166666666667,yahoo,ex-date-absent,,,
BRQS,2022-06-27,REVERSE_SPLIT,0.083333,inband,corroborated,0.0774,0.0844,persistent
BRSH,2023-08-01,REVERSE_SPLIT,0.043478,inband,corroborated,0.042,0.0503,persistent
BRTX,2021-10-27,REVERSE_SPLIT,0.00025,yahoo,ex-date-absent,,,
BRW,2022-05-20,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5055,0.5018,persistent
BSCL,2026-06-05,REVERSE_SPLIT,0.002,yahoo,ex-date-absent,,,
BSFC,2023-06-21,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0429,0.0462,persistent
BSFC,2024-05-20,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0199,0.0237,persistent
BSGM,2024-02-02,REVERSE_SPLIT,0.105263,inband,corroborated,0.1133,0.1116,persistent
BSLK,2025-04-22,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0457,0.0499,persistent
BTAI,2025-02-10,REVERSE_SPLIT,0.0625,yahoo,corroborated,0.0579,0.053,persistent
BTB,2022-12-15,REVERSE_SPLIT,0.071429,inband,corroborated,0.0645,0.0573,persistent
BTC,2024-11-20,REVERSE_SPLIT,0.2,yahoo,corroborated,0.196,0.1964,persistent
BTCM,2022-12-23,REVERSE_SPLIT,0.103448,inband,corroborated,0.1063,0.1209,persistent
BTCT,2023-08-24,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
BTCY,2023-07-03,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.1837,0.1927,persistent
BTF,2026-01-26,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2065,0.2052,persistent
BTFL,2026-03-20,REVERSE_SPLIT,0.521739,inband,corroborated,0.493,0.493,persistent
BTM,2026-02-23,REVERSE_SPLIT,0.15,inband,corroborated,0.1446,0.1541,persistent
BTOG,2023-05-30,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0361,0.0393,persistent
BTOG,2026-01-20,REVERSE_SPLIT,0.016667,yahoo,corroborated,0.018,0.019,persistent
BTOG,2026-08-21,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1961,0.1998,persistent
BTTR,2024-03-21,REVERSE_SPLIT,0.032258,inband,drifted,0.0267,0.023,persistent
BTX,2025-02-20,REVERSE_SPLIT,0.030769,inband,drifted,0.0236,0.0243,persistent
BULG,2026-04-24,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
BULZ,2022-10-31,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1019,0.1053,persistent
BULZ,2026-02-24,FORWARD_SPLIT,10.0,yahoo,corroborated,9.8467,9.4051,persistent
BURU,2024-07-24,REVERSE_SPLIT,0.025,yahoo,ex-date-absent,,,
BURU,2026-03-02,REVERSE_SPLIT,0.200401,yahoo,not-corroborated,0.2117,0.344,persistent
BURU,2026-09-02,REVERSE_SPLIT,0.025,yahoo,ex-date-absent,,,
BVC,2026-01-05,REVERSE_SPLIT,0.1,inband,corroborated,0.0678,0.0939,persistent
BVXV,2022-11-25,REVERSE_SPLIT,0.111111,inband,corroborated,0.112,0.112,persistent
BWA,2023-07-05,FORWARD_SPLIT,1.136,yahoo,corroborated,1.1251,1.1561,persistent
BWAY,2026-03-04,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9288,1.8458,persistent
BWET,2024-09-23,REVERSE_SPLIT,0.481481,inband,ex-date-absent,,,
BXRX,2022-02-16,REVERSE_SPLIT,0.04,inband,corroborated,0.0382,0.0404,persistent
BXRX,2022-12-01,REVERSE_SPLIT,0.02,inband,not-corroborated,0.0268,0.032,persistent
BYAH,2026-02-20,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0226,0.0225,persistent
BYAH,2026-08-06,REVERSE_SPLIT,0.125,yahoo,corroborated,0.0921,0.1016,persistent
BYFC,2023-11-01,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1397,0.1397,persistent
BYND,2026-08-14,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0338,0.0309,persistent
BZFD,2024-05-06,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2378,0.2466,persistent
BZQ,2022-05-27,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5215,0.527,persistent
BZQ,2025-11-20,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5045,0.4802,persistent
BZQ,2026-05-28,REVERSE_SPLIT,0.5,yahoo,ex-date-absent,,,
CALA,2022-06-15,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0541,0.0506,persistent
CALC,2026-08-31,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2089,0.2108,persistent
CAMP,2024-02-02,REVERSE_SPLIT,0.05,inband,corroborated,0.0502,0.0515,persistent
CAMP,2024-10-11,REVERSE_SPLIT,0.03125,inband,corroborated,0.0372,0.039,persistent
CANF,2023-01-09,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
CANF,2026-01-05,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0491,0.0505,persistent
CANG,2025-11-17,FORWARD_SPLIT,2.0,yahoo,corroborated,1.7543,1.8834,persistent
CANG,2026-07-21,REVERSE_SPLIT,0.1,yahoo,corroborated,0.097,0.1014,persistent
CANO,2023-11-03,REVERSE_SPLIT,0.0125,inband,corroborated,0.0113,0.011,persistent
CAOS,2023-03-23,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
CARD,2024-03-27,FORWARD_SPLIT,1.684211,inband,ex-date-absent,,,
CAS,2025-01-22,REVERSE_SPLIT,0.392857,inband,ex-date-absent,,,
CASI,2022-06-02,REVERSE_SPLIT,0.1,inband,corroborated,0.1162,0.1075,persistent
CATX,2024-06-17,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1033,0.1045,persistent
CBIO,2025-06-16,REVERSE_SPLIT,0.01,yahoo,not-corroborated,0.028,0.0355,persistent
CBSH,2021-12-01,FORWARD_SPLIT,1.05,yahoo,corroborated,1.0431,1.0681,persistent
CBSH,2024-12-03,FORWARD_SPLIT,1.05,yahoo,corroborated,1.0498,1.064,persistent
CBSH,2025-12-02,FORWARD_SPLIT,1.05,yahoo,corroborated,1.0501,1.0765,persistent
CBUS,2023-04-25,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
CBUS,2023-06-01,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
CCG,2026-07-20,REVERSE_SPLIT,0.028571,inband,ex-date-absent,,,
CCHH,2026-07-13,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0945,0.1104,persistent
CCM,2024-07-30,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0914,0.1032,persistent
CCNC,2022-11-09,REVERSE_SPLIT,0.035714,inband,corroborated,0.0445,0.0445,persistent
CCTG,2026-01-23,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0889,0.0923,persistent
CCUP,2026-08-24,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0993,0.1005,persistent
CD,2023-02-28,REVERSE_SPLIT,0.9,yahoo,corroborated,1.0021,1.0465,persistent
CDIO,2025-05-13,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0321,0.0302,persistent
CDLX,2026-06-08,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1068,0.1129,persistent
CDT,2025-01-27,REVERSE_SPLIT,0.01,yahoo,drifted,0.0118,0.0131,persistent
CDT,2025-05-20,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0642,0.0632,persistent
CDT,2025-10-13,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1245,0.1239,persistent
CDT,2026-03-27,REVERSE_SPLIT,0.04,yahoo,corroborated,0.046,0.042,persistent
CDT,2026-07-20,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0962,0.0856,persistent
CDTG,2026-06-01,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
CEAD,2024-06-07,REVERSE_SPLIT,0.0875,inband,corroborated,0.1005,0.1062,persistent
CELH,2023-11-15,FORWARD_SPLIT,3.0,yahoo,corroborated,2.9744,3.0425,persistent
CELU,2024-02-29,REVERSE_SPLIT,0.1,yahoo,corroborated,0.106,0.1082,persistent
CELZ,2021-11-10,REVERSE_SPLIT,0.002,yahoo,ex-date-absent,,,
CELZ,2023-06-12,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0924,0.0888,persistent
CENN,2021-12-22,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
CENN,2023-12-01,REVERSE_SPLIT,0.1,yahoo,not-corroborated,1.0135,0.9741,bad-open-print
CENN,2023-12-08,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1153,0.1161,persistent
CENN,2026-04-13,REVERSE_SPLIT,0.016667,yahoo,corroborated,0.0195,0.0189,persistent
CENT,2024-02-09,FORWARD_SPLIT,1.277,yahoo,corroborated,1.1521,1.2015,persistent
CENTA,2024-02-09,FORWARD_SPLIT,1.25,yahoo,corroborated,1.1346,1.205,persistent
CERO,2025-01-08,REVERSE_SPLIT,0.01,yahoo,drifted,0.0119,0.0141,persistent
CERO,2025-06-13,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0567,0.0526,persistent
CETX,2023-01-25,REVERSE_SPLIT,0.028571,yahoo,corroborated,0.0276,0.0264,persistent
CETX,2024-10-03,REVERSE_SPLIT,0.016667,yahoo,not-corroborated,0.0347,0.0353,persistent
CETX,2024-11-26,REVERSE_SPLIT,0.028571,yahoo,corroborated,0.0354,0.0345,persistent
CETX,2025-09-29,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0661,0.0734,persistent
CETX,2026-06-05,REVERSE_SPLIT,0.1,yahoo,corroborated,0.079,0.1004,persistent
CETXP,2021-09-29,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
CETXP,2022-03-30,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
CETXP,2022-09-29,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
CETXP,2023-03-30,FORWARD_SPLIT,1.05,yahoo,drifted,0.75,0.75,persistent
CETXP,2024-03-27,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
CETXP,2025-03-31,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
CETXP,2025-09-30,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
CETXP,2026-03-31,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
CETY,2025-10-06,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.072,0.0704,persistent
CGC,2023-12-20,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1054,0.1083,persistent
CGTL,2026-07-07,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0732,0.0687,persistent
CHAI,2023-08-09,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
CHAI,2023-12-04,REVERSE_SPLIT,0.142857142857,yahoo,ex-date-absent,,,
CHAI,2024-08-02,REVERSE_SPLIT,0.0555555555556,yahoo,ex-date-absent,,,
CHAI,2024-12-27,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
CHAI,2025-10-07,REVERSE_SPLIT,0.25,yahoo,not-corroborated,2.2002,3.2012,persistent
CHDN,2023-05-22,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9965,2.0297,persistent
CHGA,2023-01-05,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
CHGA,2024-10-28,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
CHGA,2026-08-31,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0514,0.0509,persistent
CHGX,2025-04-07,FORWARD_SPLIT,1.5555,yahoo,corroborated,1.5396,1.6355,persistent
