symbol,ex_date,ratio_new,ratio_old,factor,price_ratio,vol_gate_day,vol_gate_persist,price_dev
BREA,2025-06-26,3,29,0.103448,0.10337,0.3081,0.0662,0.000753
BREZR,2026-06-11,7,24,0.291667,0.291667,26.7324,0.1255,0.0
BREZW,2023-06-13,2,3,0.666667,0.670496,0.8741,0.7966,0.005727
BREZW,2023-10-30,7,10,0.7,0.7,1.0741,1.037,0.0
BREZW,2024-01-04,11,7,1.571429,1.572327,1.0149,0.8048,0.000572
BRKHW,2026-07-14,9,25,0.36,0.36,0.9258,0.0665,0.0
BRKL,2026-07-09,23,50,0.46,0.460192,0.0,0.0013,0.000417
BRLIR,2023-03-06,29,18,1.611111,1.605622,1.2429,1.3571,0.003413
BRNS,2024-04-19,13,21,0.619048,0.617647,0.2992,0.303,0.002265
BRQS,2022-06-27,1,12,0.083333,0.084491,0.2251,0.1759,0.013797
BRSH,2023-08-01,1,23,0.043478,0.043608,1.2966,0.7024,0.002973
BRSHW,2022-10-06,7,23,0.304348,0.30303,0.0028,0.0083,0.004338
BRSHW,2022-10-12,5,19,0.263158,0.264375,0.2526,0.4211,0.004614
BSAQ+,2023-06-26,13,8,1.625,1.621622,2.0,0.914,0.002081
BSGM,2024-02-02,2,19,0.105263,0.105634,0.5176,0.6316,0.003515
BSLK,2025-04-22,1,20,0.05,0.050598,2.3863,0.3324,0.011881
BTAI,2025-02-10,1,15,0.066667,0.066667,0.1536,0.0914,0.0
BTB,2022-12-15,1,14,0.071429,0.071429,0.135,0.1175,0.0
BTC,2024-11-20,6,31,0.193548,0.194889,0.023,0.0621,0.006902
BTCM,2022-12-23,3,29,0.103448,0.102595,0.5196,0.2384,0.008286
BTCY,2023-07-03,13,80,0.1625,0.162028,0.4578,0.4732,0.00291
BTF,2026-01-26,6,29,0.206897,0.205458,0.2671,0.3912,0.006977
BTFL,2026-03-20,12,23,0.521739,0.520879,0.4797,0.5912,0.00165
BTM,2026-02-23,3,20,0.15,0.149382,0.4675,0.3582,0.004126
BTMDW,2022-11-11,22,15,1.466667,1.466459,0.9065,1.0803,0.000142
BTMDW,2022-12-01,2,3,0.666667,0.66474,1.0105,0.5398,0.002894
BTTR,2024-03-21,1,31,0.032258,0.031903,0.0465,0.0943,0.011071
BTX,2025-02-20,2,65,0.030769,0.03096,0.397,0.7283,0.006173
BULG,2026-04-24,1,19,0.052632,0.051508,0.061,0.0288,0.02157
BULZ,2022-10-31,1,10,0.1,0.100596,0.045,0.0929,0.005941
BULZ,2026-02-24,10,1,10.0,9.989562,6.9428,5.5785,0.001044
BVC,2026-01-05,1,10,0.1,0.099766,1.2886,0.0939,0.002341
BVXV,2022-11-25,1,9,0.111111,0.111741,1.8498,0.6137,0.005655
BWAQR,2022-07-12,12,25,0.48,0.480192,3.3333,0.2222,0.0004
BWAY,2026-03-04,2,1,2.0,1.996555,2.2922,1.6384,0.001724
BWCAW,2022-11-28,27,19,1.421053,1.424107,1.7292,1.6295,0.002147
BWET,2024-09-23,13,27,0.481481,0.481208,0.4179,0.2687,0.000568
BXRX,2022-02-16,1,25,0.04,0.040359,0.9027,0.3064,0.008929
BXRX,2022-12-01,1,50,0.02,0.021716,0.9217,0.6004,0.08233
BYAH,2026-08-06,9,70,0.128571,0.127868,32.698,0.8176,0.005484
BYN+,2023-10-06,19,13,1.461538,1.459293,0.6623,1.6556,0.001537
BYND,2026-08-14,1,31,0.032258,0.032589,0.2315,0.2151,0.010211
BZFDW,2022-10-06,2,3,0.666667,0.669835,0.4516,0.8172,0.004741
BZQ,2025-11-20,32,65,0.492308,0.492429,0.2137,0.098,0.000246
BZQ,2026-05-28,32,65,0.492308,0.490951,0.0373,0.0358,0.002759
CALA,2022-06-15,2,29,0.068966,0.069307,0.2561,0.1889,0.004944
CAMP,2024-02-02,1,20,0.05,0.051193,0.2197,0.9435,0.023573
CAMP,2024-10-11,1,32,0.03125,0.031272,4.6756,0.4076,0.000717
CANF,2023-01-09,6,65,0.092308,0.092853,0.0339,0.716,0.005886
CANF,2026-01-05,1,21,0.047619,0.048286,0.0683,0.0476,0.013903
CANG,2025-11-17,17,11,1.545455,1.547619,1.1817,1.632,0.0014
CANG,2026-07-21,3,29,0.103448,0.101771,0.826,0.2762,0.016342
CANO,2023-11-03,1,80,0.0125,0.012,0.2605,0.1733,0.040822
CARA,2024-12-31,1,11,0.090909,0.091026,0.1408,0.0636,0.001281
CARD,2024-03-27,32,19,1.684211,1.682596,1.3333,2.0,0.000959
CAS,2025-01-22,11,28,0.392857,0.393987,16.1034,0.0544,0.002871
CASI,2022-06-02,1,10,0.1,0.101149,1.5957,0.3753,0.011429
CATX,2024-06-17,1,10,0.1,0.098901,0.3964,0.3253,0.01105
CBIO,2025-06-16,1,31,0.032258,0.03208,0.1048,0.105,0.005546
CCAIW,2022-06-14,3,8,0.375,0.376607,0.6922,0.2687,0.004276
CCG,2026-07-20,1,35,0.028571,0.028725,0.0986,0.1346,0.005358
CCHH,2026-07-13,7,65,0.107692,0.107955,4.0631,0.6061,0.002432
CCNC,2022-11-09,1,28,0.035714,0.036046,0.3853,0.1283,0.009238
CCUP,2026-08-24,3,29,0.103448,0.101824,0.0181,0.0089,0.015829
CDIO,2025-05-13,1,31,0.032258,0.03277,0.3118,0.4129,0.015732
CDLX,2026-06-08,3,29,0.103448,0.102007,1.7934,0.7039,0.014033
CDT,2025-05-20,1,14,0.071429,0.071154,0.235,0.2692,0.003854
CDT,2025-10-13,7,64,0.109375,0.10875,0.1737,0.1368,0.005731
CDT,2026-07-20,3,29,0.103448,0.10303,0.5581,0.2798,0.004049
CDTX,2024-04-24,1,19,0.052632,0.053659,0.6043,0.3391,0.019324
CEAD,2024-06-07,7,80,0.0875,0.088076,1.9954,0.2506,0.00656
CELH,2023-11-15,50,17,2.941176,2.940026,3.3653,2.2068,0.000391
CELU,2024-02-29,1,10,0.1,0.100286,0.8095,0.5095,0.002853
CENN,2023-12-08,7,64,0.109375,0.108784,0.3566,0.1778,0.00542
CETUR,2023-06-28,40,27,1.481481,1.4885,1.1957,2.1739,0.004726
CETX,2023-01-25,3,100,0.03,0.029907,0.4367,0.8976,0.00312
CETX,2024-11-26,1,35,0.028571,0.027358,0.6516,0.4062,0.04338
CETX,2025-09-29,1,15,0.066667,0.066416,0.6868,0.1836,0.003761
CETX,2026-06-05,2,19,0.105263,0.105949,1.8382,0.5376,0.006496
CETY,2025-10-06,2,25,0.08,0.079602,0.4376,0.2699,0.00499
CGC,2023-12-20,1,10,0.1,0.1006,0.2231,0.2891,0.005982
CGTL,2026-07-07,1,14,0.071429,0.071353,0.124,0.1203,0.001065
CHDN,2023-05-22,2,1,2.0,1.992455,2.1522,1.9059,0.00378
CHIR,2022-12-20,11,35,0.314286,0.314027,0.0017,0.1681,0.000824
CHNR,2023-04-03,19,80,0.2375,0.236805,13.5366,0.5427,0.002933
CHPT,2025-07-28,2,31,0.064516,0.065481,0.556,0.2868,0.014841
CHR,2023-11-27,1,10,0.1,0.09867,0.2916,0.1036,0.013387
CIEX,2026-08-04,7,11,0.636364,0.63569,0.8439,0.8945,0.001059
CIGL,2026-07-21,70,19,3.684211,3.685185,5.5966,1.8895,0.000265
CIIGW,2022-04-26,17,12,1.416667,1.418069,0.854,1.8804,0.000989
CIIGW,2022-05-18,3,2,1.5,1.50375,0.9311,1.9863,0.002497
CIIT,2026-03-20,1,7,0.142857,0.141765,0.7315,0.1519,0.007676
CIIT,2026-07-20,3,31,0.096774,0.096552,0.2342,0.418,0.002301
CIM,2024-05-22,12,35,0.342857,0.341511,0.7122,0.8556,0.003934
CIRC,2026-07-02,50,1,50.0,53.56701,8520.0656,6715.4426,0.06891
CISS,2025-01-02,25,64,0.390625,0.390699,1.4739,0.9904,0.00019
CISS,2026-04-27,9,64,0.140625,0.141724,1.1411,0.9548,0.007786
CJET,2024-07-08,1,25,0.04,0.039295,0.3759,0.2544,0.017772
CJJD,2024-03-01,4,65,0.061538,0.061374,0.2093,0.2087,0.002675
CKPT,2022-12-06,1,10,0.1,0.101215,1.3948,0.3616,0.012073
CLBR+,2023-05-02,32,23,1.391304,1.395,1.632,1.6,0.002653
CLBR+,2024-01-22,15,22,0.681818,0.682286,0.4051,0.8987,0.000685
CLBR+,2024-09-13,32,23,1.391304,1.392036,1.0,1.0,0.000526
CLDI,2024-07-15,2,19,0.105263,0.105762,0.2801,0.4234,0.004724
CLDI,2025-08-05,3,35,0.085714,0.085881,0.2745,0.1778,0.001939
CLEU,2024-01-19,1,11,0.090909,0.091351,0.2948,0.503,0.004853
CLIK,2025-10-10,1,28,0.035714,0.036103,0.2522,0.2799,0.010831
CLIM,2026-03-13,13,32,0.40625,0.405253,3.1008,0.124,0.002458
CLIP,2024-06-17,1,4,0.25,0.25005,0.033,0.1005,0.000199
CLIR,2026-03-16,3,28,0.107143,0.106538,0.0913,0.18,0.005666
CLMB,2026-03-23,4,1,4.0,4.018839,4.8175,2.7593,0.004699
CLNN,2024-07-11,1,18,0.055556,0.054669,1.0346,0.1803,0.016082
CLRB,2022-07-22,6,65,0.092308,0.092593,2.6438,0.312,0.003082
CLRB,2025-06-24,1,28,0.035714,0.036345,0.0636,0.1469,0.017499
CLRO,2025-06-10,5,64,0.078125,0.078306,0.4271,0.167,0.002314
CLSD,2025-09-15,7,65,0.107692,0.107993,0.6273,0.196,0.002789
CLSN,2022-03-01,2,27,0.074074,0.073009,1.304,0.3973,0.014485
CLVR,2023-08-25,1,27,0.037037,0.036667,0.5167,0.2587,0.01005
CLXT,2023-04-25,3,29,0.103448,0.102532,0.6074,0.4343,0.008896
CM,2022-05-16,2,1,2.0,1.992495,1.915,2.1628,0.003759
CMAX,2024-02-01,1,26,0.038462,0.038791,0.3432,0.2853,0.008532
CMCAW,2022-05-04,7,5,1.4,1.402778,0.656,1.558,0.001982
CMCT,2025-01-06,6,65,0.092308,0.092391,0.2769,0.138,0.000905
CMCT,2025-04-15,1,26,0.038462,0.039218,0.1732,0.2586,0.019466
CMCT,2026-04-20,3,31,0.096774,0.096203,0.0707,0.0908,0.005919
CMG,2024-06-26,50,1,50.0,50.378321,52.8372,39.5494,0.007538
CMND,2026-05-21,2,19,0.105263,0.105584,0.707,0.446,0.003047
CMPOW,2023-12-01,14,9,1.555556,1.553819,0.8057,0.8162,0.001117
CNBS,2025-02-21,1,12,0.083333,0.084286,0.0067,0.1443,0.011364
CNCKW,2025-05-19,7,10,0.7,0.717391,0.5873,0.4302,0.024541
CNET,2023-01-20,2,9,0.222222,0.222772,1.6326,0.1723,0.002472
CNEY,2025-05-19,1,25,0.04,0.040112,0.1012,0.0241,0.002795
CNF,2023-11-08,19,29,0.655172,0.654545,0.4039,0.3902,0.000957
CNF,2025-09-05,3,29,0.103448,0.103491,15.9614,0.5506,0.000417
CNQ,2024-06-11,31,16,1.9375,1.948612,2.2183,2.8867,0.005719
CNR,2025-01-15,1,4,0.25,0.248889,0.5099,0.8553,0.004454
CNSP,2024-06-05,1,50,0.02,0.022121,0.4094,0.1133,0.100805
CNSP,2025-07-22,3,35,0.085714,0.084922,1.276,0.5304,0.00929
CNTQW,2022-08-23,7,10,0.7,0.714286,0.49,0.8047,0.020203
CNXA,2023-09-25,1,35,0.028571,0.027814,0.0258,0.0332,0.026852
COCP,2022-10-11,6,65,0.092308,0.092469,1.1851,0.3189,0.001742
CODX,2026-01-02,1,30,0.033333,0.033386,0.0674,0.0625,0.001583
COE,2022-12-15,17,65,0.261538,0.261725,1.6627,0.4379,0.000712
COEP,2024-12-31,1,19,0.052632,0.053448,1.6618,0.3186,0.015398
COHR,2022-09-08,80,13,6.153846,6.17123,1.5647,3.0089,0.002821
COKE,2025-05-27,19,2,9.5,9.524917,13.8455,12.6701,0.002619
COLAR,2025-05-28,16,35,0.457143,0.457429,0.0036,0.0088,0.000625
COLAR,2026-08-24,17,80,0.2125,0.212766,32.5651,0.4176,0.001251
CONI,2025-08-15,1,20,0.05,0.050061,0.0355,0.0638,0.001215
CONY,2025-12-02,1,10,0.1,0.10059,0.1792,0.0553,0.005887
COOK,2026-03-18,1,50,0.02,0.021212,0.0896,0.0553,0.058841
COOL,2024-03-01,32,21,1.52381,1.519563,1.0,1.18,0.002791
CORS+,2022-12-30,10,29,0.344828,0.345185,0.1073,0.2114,0.001035
CORZW,2026-03-31,31,22,1.409091,1.41,1.0256,0.8901,0.000645
COSM,2022-12-16,1,24,0.041667,0.0411,4.932,0.3644,0.013693
COYY,2026-06-02,9,50,0.18,0.180218,0.6803,0.415,0.001208
CPHC,2024-04-05,14,9,1.555556,1.55693,1.1576,0.9854,0.000883
CPHI,2025-04-15,3,35,0.085714,0.085302,4.5394,0.8806,0.004821
CPRT,2022-11-04,50,27,1.851852,1.851568,1.7984,2.3961,0.000154
CPRT,2023-08-22,2,1,2.0,1.978266,2.208,2.0495,0.010927
CPSR,2025-03-03,13,40,0.325,0.325084,0.0617,0.0071,0.000258
CPTN,2023-09-22,3,29,0.103448,0.102057,0.118,0.0772,0.013545
CRBP,2023-02-14,1,31,0.032258,0.032787,0.3586,0.0865,0.016261
CRCA,2026-02-26,3,32,0.09375,0.094386,0.1503,0.1455,0.006758
CRCG,2026-05-05,1,10,0.1,0.099194,0.2036,0.1885,0.008089
CRDU,2026-03-10,23,70,0.328571,0.328542,0.0729,0.1347,8.9e-05
CRE,2026-02-13,9,80,0.1125,0.113,0.3961,0.4882,0.004435
CRECW,2022-06-08,32,65,0.492308,0.492611,0.6395,0.8163,0.000616
CREG,2025-07-18,2,19,0.105263,0.104468,1.5225,0.1467,0.007582
CREG,2026-06-16,6,65,0.092308,0.092857,1.5527,0.7002,0.005935
CREX,2023-03-27,5,14,0.357143,0.356811,0.6003,0.2301,0.00093
CRGOW,2023-06-26,31,70,0.442857,0.443143,1.1068,0.1594,0.000645
CRIS,2023-09-29,1,19,0.052632,0.052656,0.6117,0.1759,0.000465
CRIS,2026-07-06,1,17,0.058824,0.058317,0.0953,0.0753,0.008651
CRMX,2026-03-10,21,64,0.328125,0.32786,0.9055,0.188,0.000809
CRSH,2025-12-02,1,10,0.1,0.100504,0.0047,0.0244,0.005031
CRVL,2024-12-26,13,5,2.6,2.597015,2.5168,2.0992,0.001149
CRWD,2026-07-02,31,8,3.875,3.870549,2.9417,2.6052,0.001149
CRWG,2026-05-05,1,10,0.1,0.100344,0.0368,0.1084,0.003436
CRWU,2026-08-24,3,28,0.107143,0.106245,0.0075,0.0049,0.008418
CRZNW,2021-12-07,13,9,1.444444,1.442857,1.1133,1.5833,0.0011
CSAI,2026-07-31,1,28,0.035714,0.03598,0.1014,0.4184,0.007405
CSPI,2024-03-21,25,13,1.923077,1.921088,1.9513,1.1436,0.001035
CSSEP,2024-03-19,3,2,1.5,1.511628,1.2608,1.1348,0.007722
CSTA+,2022-05-10,65,32,2.03125,2.038204,2.0997,1.8373,0.003418
CTAS,2024-09-12,4,1,4.0,3.99165,3.8923,3.2146,0.00209
CTCX,2023-11-27,25,16,1.5625,1.56229,1.3326,1.2592,0.000135
CTHR,2024-05-17,1,10,0.1,0.098667,0.7739,0.3293,0.013423
CTK,2022-05-09,2,21,0.095238,0.094876,1.1456,0.0887,0.003809
CTNT,2024-10-24,1,15,0.066667,0.067276,0.4584,0.2256,0.009096
CTOS+,2022-05-03,29,20,1.45,1.447368,2.0,1.0,0.001817
CTOS+,2022-07-19,7,11,0.636364,0.636667,0.3012,0.3042,0.000476
CTOS+,2022-08-09,17,28,0.607143,0.605969,0.3042,0.3012,0.001936
CTOS+,2023-08-30,30,17,1.764706,1.763,1.8667,2.632,0.000967
CTRM,2024-03-27,3,29,0.103448,0.102041,1.0454,0.3655,0.013699
CTXR,2024-11-26,1,25,0.04,0.039658,0.5286,0.07,0.008584
CUBWW,2026-03-31,10,7,1.428571,1.427552,1.2286,1.4822,0.000714
CUE,2026-04-24,1,30,0.033333,0.033103,0.0704,0.2655,0.006939
CUEN,2023-03-24,2,25,0.08,0.080769,1.0925,0.2557,0.009569
CUENW,2021-12-20,10,7,1.428571,1.427184,0.8848,0.9209,0.000971
CURX,2026-08-20,1,19,0.052632,0.0523,1.0887,0.4018,0.006313
CVKD,2024-08-20,2,29,0.068966,0.068804,0.6097,0.142,0.00234
CWBR,2022-09-23,1,23,0.043478,0.043988,0.7382,0.0759,0.011662
CWD,2025-05-02,1,20,0.05,0.049217,0.0578,0.1532,0.015784
CWEB,2022-05-31,9,100,0.09,0.089518,0.4604,0.5728,0.005367
CWVX,2025-12-02,1,5,0.2,0.197183,0.1189,0.0833,0.014185
CYBN,2024-09-19,1,35,0.028571,0.02809,0.528,0.3669,0.016998
CYCC,2025-05-12,4,65,0.061538,0.061778,0.0982,0.0931,0.003881
CYCC,2025-07-07,1,18,0.055556,0.056171,10.3623,0.4174,0.011012
CYCN,2023-05-16,1,21,0.047619,0.047694,6.5737,0.9422,0.001578
CYCU,2025-10-27,1,30,0.033333,0.033194,0.0875,0.0776,0.004184
CYRN,2022-02-09,1,20,0.05,0.050667,2.259,0.2508,0.013245
CYTHW,2024-11-18,18,11,1.636364,1.636364,1.5936,1.5538,0.0
CYTO,2022-10-25,1,20,0.05,0.0505,8.2181,0.7583,0.00995
CYTO,2023-12-13,2,35,0.057143,0.057831,0.0571,0.0184,0.011976
CZOO,2023-02-09,1,17,0.058824,0.058319,0.1673,0.0913,0.008617
CZOO,2023-12-06,1,80,0.0125,0.011364,0.2874,0.1714,0.09531
DARE,2024-07-01,3,31,0.096774,0.096953,0.852,0.2293,0.001845
DATS,2023-09-20,1,10,0.1,0.1,0.5978,0.2696,0.0
DATSW,2025-04-04,28,15,1.866667,1.869565,1.4967,1.9273,0.001552
DAVE,2023-01-06,3,100,0.03,0.029883,0.1286,0.0878,0.003904
DAVEW,2026-02-06,16,25,0.64,0.64,0.294,0.7138,0.0
DAVEW,2026-08-06,19,13,1.461538,1.461847,0.978,1.5261,0.000211
DBD,2023-08-14,1,100,0.01,0.010571,0.6424,0.1104,0.055513
DBGI,2025-08-20,17,80,0.2125,0.213283,0.4157,0.1231,0.00368
DBGI,2026-07-24,1,35,0.028571,0.027385,0.5688,0.3974,0.04242
DBGIW,2022-01-07,17,12,1.416667,1.416667,1.5003,1.5096,0.0
DBGIW,2022-02-08,8,5,1.6,1.60098,1.4652,0.7224,0.000613
DBGIW,2022-05-20,7,10,0.7,0.717144,0.5284,0.3347,0.024196
DBGIW,2024-01-23,10,7,1.428571,1.427059,0.9081,0.6486,0.001059
DBGIW,2024-05-28,16,23,0.695652,0.695652,0.3265,0.3359,0.0
DBRG,2022-08-23,7,29,0.241379,0.240767,1.2317,0.973,0.002541
DBVT,2024-11-29,1,5,0.2,0.199367,2.2631,0.5486,0.00317
DC+,2023-04-13,2,3,0.666667,0.664706,0.419,0.4038,0.002946
DCOY,2026-03-09,9,100,0.09,0.089615,0.682,0.2857,0.004289
DCX,2026-01-22,1,13,0.076923,0.076467,0.6394,0.6654,0.005949
DD,2026-06-24,8,25,0.32,0.320362,0.3871,0.4094,0.00113
DEA,2025-04-28,31,80,0.3875,0.387886,0.3609,0.3806,0.000996
DECK,2024-09-17,65,11,5.909091,5.92991,2.4055,5.3131,0.003517
DEVS,2025-08-08,1,9,0.111111,0.11157,0.146,0.127,0.004124
DFDV,2025-05-21,20,3,6.666667,6.614955,18.5921,10.1409,0.007787
DFFN,2022-04-19,1,35,0.028571,0.027244,4.4938,0.7315,0.04757
DFLI,2024-11-22,4,31,0.129032,0.129085,0.9999,0.1507,0.000408
DFLI,2025-12-18,3,31,0.096774,0.097209,0.2758,0.2055,0.004486
DGLY,2023-02-08,1,20,0.05,0.050777,0.578,0.4062,0.015424
DGNX,2025-09-09,8,1,8.0,8.012346,15.6005,17.0945,0.001542
DGNX,2026-04-28,11,100,0.11,0.109974,0.4845,0.2979,0.000238
DHAI,2025-10-20,1,30,0.033333,0.033602,0.1222,0.1282,0.008032
DHHCW,2022-05-06,7,5,1.4,1.401818,1.3131,0.6441,0.001298
DHHCW,2022-05-13,16,23,0.695652,0.696203,0.8837,0.5055,0.000791
DIG,2022-05-27,65,16,4.0625,4.031893,4.1513,1.725,0.007563
DIPS,2025-12-02,3,29,0.103448,0.102165,0.0849,0.0045,0.012478
DISTW,2023-07-27,32,21,1.52381,1.513031,1.529,2.0858,0.007099
DJTU,2026-07-13,1,10,0.1,0.10097,0.0486,0.1031,0.009653
DKI,2026-05-11,2,31,0.064516,0.06515,0.165,0.0868,0.009774
DKNX,2026-03-20,6,29,0.206897,0.205855,0.2212,0.7789,0.005047
DLLL,2026-06-26,25,3,8.333333,8.260344,2.871,7.8577,0.008797
DLN,2021-12-23,2,1,2.0,1.988687,1.4802,0.9261,0.005673
DM,2024-06-11,1,10,0.1,0.09998,0.7464,0.6311,0.000204
DNA,2024-08-20,1,40,0.025,0.024858,0.335,0.1662,0.005681
DNMR,2024-11-13,1,31,0.032258,0.032403,1.3643,0.5456,0.004471
DOGZ,2023-11-07,1,18,0.055556,0.055187,1.2806,0.2129,0.006659
DOMA,2023-06-30,3,80,0.0375,0.037632,0.2403,0.1292,0.003517
DOYU,2024-03-28,11,100,0.11,0.109792,0.8273,0.1135,0.00189
DPRO,2024-09-05,1,28,0.035714,0.036173,0.6866,0.2424,0.01277
DPST,2023-06-05,3,31,0.096774,0.096349,0.1969,0.1601,0.004401
DRAY,2025-07-15,13,64,0.203125,0.202582,1.636,0.818,0.002677
DRIO,2025-08-28,1,20,0.05,0.050342,0.2155,0.0765,0.006825
DRIP,2022-03-28,1,10,0.1,0.099297,0.3288,0.7558,0.007055
DRIP,2026-07-15,1,10,0.1,0.099783,0.0363,0.0248,0.002174
DRMA,2024-05-16,7,100,0.07,0.069652,1.1404,0.8958,0.004989
DRMA,2025-08-01,1,10,0.1,0.098428,0.8607,0.4085,0.015846
DRMAW,2022-03-07,5,8,0.625,0.625387,0.2979,0.7914,0.000619
DRMY,2026-07-22,27,19,1.421053,1.421948,1.8124,1.399,0.00063
DRRX,2022-12-06,2,19,0.105263,0.105691,0.7148,0.3203,0.004057
DRV,2021-10-25,1,10,0.1,0.099709,0.0518,0.0383,0.002912
DS-C,2022-12-14,22,15,1.466667,1.468493,2.0049,1.4599,0.001245
DSGR,2023-09-01,2,1,2.0,1.9804,1.5324,2.5941,0.009848
DSS,2024-01-05,1,19,0.052632,0.051605,0.12,0.0701,0.019699
DSY,2026-02-23,1,19,0.052632,0.052529,0.6542,0.1897,0.001943
DTD,2021-12-23,2,1,2.0,1.990476,1.7741,1.3826,0.004773
DTIL,2024-02-14,1,28,0.035714,0.035333,0.4221,0.1368,0.010742
DTOCW,2022-07-01,27,40,0.675,0.672229,0.7304,0.6891,0.004114
DTRTW,2022-12-14,32,21,1.52381,1.522509,1.0811,1.769,0.000854
DTSS,2024-01-23,1,14,0.071429,0.071908,1.8785,0.2343,0.006688
DTSTW,2024-02-21,8,23,0.347826,0.347187,8.9235,0.0688,0.001838
DUG,2022-01-13,1,5,0.2,0.200768,0.0812,0.147,0.003834
DUG,2024-11-07,16,65,0.246154,0.246648,0.2367,0.2998,0.002006
DULL,2026-02-24,1,50,0.02,0.019011,0.007,0.0205,0.050693
DUO,2022-06-07,1,12,0.083333,0.081783,0.3184,0.4068,0.018784
DUO,2023-08-04,1,15,0.066667,0.065621,0.6392,0.1419,0.015814
DUO,2025-06-09,2,31,0.064516,0.064867,0.3391,0.1857,0.005419
DUOG,2026-05-05,5,64,0.078125,0.07853,0.3723,0.3166,0.005166
DUST,2024-11-04,1,10,0.1,0.101558,0.0371,0.1392,0.01546
DUST,2026-03-05,3,31,0.096774,0.096834,0.0296,0.0178,0.000621
DWIN+,2022-06-27,23,12,1.916667,1.913087,1.1356,0.8833,0.001869
DXCM,2022-06-13,65,16,4.0625,4.0433,3.7275,4.29,0.004737
DXF,2023-07-25,6,65,0.092308,0.092202,3.1323,0.686,0.001142
DXST,2026-03-16,1,24,0.041667,0.041057,0.062,0.006,0.014732
DYNT,2023-02-02,1,5,0.2,0.198625,7.0177,0.7982,0.006899
EAF,2025-08-29,2,19,0.105263,0.105155,0.0852,0.3424,0.001031
EAR,2023-01-18,3,64,0.046875,0.047099,0.2292,0.2736,0.004767
EBON,2022-11-22,1,26,0.038462,0.039146,0.8271,0.2764,0.017637
ECDA,2025-09-18,1,40,0.025,0.025692,0.1174,0.1266,0.027316
ECOR,2023-02-15,2,29,0.068966,0.06804,0.9975,0.158,0.013515
EDBL,2025-03-03,1,24,0.041667,0.042033,0.1608,0.0332,0.008753
EDBL,2026-02-03,3,31,0.096774,0.098027,17.3371,0.782,0.012859
EDBLW,2022-08-29,11,17,0.647059,0.647887,0.6086,0.5618,0.00128
EDHL,2026-02-09,1,14,0.071429,0.072591,0.8546,0.4075,0.016146
EDU,2022-04-08,1,10,0.1,0.10151,0.457,0.3889,0.014988
EDUT,2022-12-20,1,3,0.333333,0.33125,0.0595,0.38,0.00627
EDZ,2025-09-29,3,29,0.103448,0.103448,0.0643,0.0921,0.0
EEIQ,2026-02-17,1,15,0.066667,0.066384,4.3021,0.3819,0.004253
EEV,2025-11-20,32,65,0.492308,0.491367,0.2111,0.2613,0.001914
EFAX,2023-01-18,31,16,1.9375,1.95385,3.0,2.0,0.008403
EFOI,2023-06-20,7,50,0.14,0.139543,0.6099,0.2752,0.003267
EFSH,2024-01-08,1,5,0.2,0.201128,1.625,0.1685,0.005623
EFSH,2024-07-08,3,22,0.136364,0.135294,0.1988,0.431,0.007874
EFTR,2024-01-12,1,25,0.04,0.0407,0.0881,0.0653,0.017356
EFTRW,2022-03-16,11,16,0.6875,0.687188,0.493,0.4684,0.000455
EFZ,2026-05-28,1,2,0.5,0.500857,0.3717,0.7435,0.001712
EGIO,2024-03-01,1,35,0.028571,0.02838,0.3216,0.2006,0.006722
EHGO,2026-04-20,2,35,0.057143,0.057521,0.0182,0.0629,0.006602
EIGR,2024-01-08,1,32,0.03125,0.031325,0.0498,0.0301,0.002407
EJH,2024-02-14,4,21,0.190476,0.190444,0.1267,0.4981,0.000167
EKSO,2025-06-02,1,15,0.066667,0.067446,0.0764,0.0324,0.011619
ELAB,2025-03-10,9,70,0.128571,0.127796,0.8238,0.4466,0.006049
ELAB,2025-09-02,8,25,0.32,0.319767,0.5384,0.2196,0.000727
ELAB,2026-03-10,2,13,0.153846,0.153109,2.7295,0.4966,0.004801
ELAB,2026-08-21,7,65,0.107692,0.107818,0.9088,0.368,0.001165
ELIQ+,2023-08-24,12,19,0.631579,0.631117,0.5655,0.7319,0.000732
ELME,2026-01-08,24,5,4.8,4.815278,13.0208,4.6459,0.003178
ELPW,2025-12-26,2,31,0.064516,0.06439,0.2692,0.2248,0.001953
ELPW,2026-08-10,1,50,0.02,0.020488,0.027,0.0341,0.024098
ELWS,2024-05-16,1,5,0.2,0.201367,0.9319,0.3885,0.00681
EMBK,2022-08-17,3,50,0.06,0.059542,0.1539,0.1061,0.007663
EMKR,2024-04-02,3,29,0.103448,0.102024,0.4512,0.4994,0.013862
ENG,2023-12-01,3,26,0.115385,0.115385,0.5107,0.1774,0.0
ENGNW,2024-08-20,2,3,0.666667,0.669677,0.3953,0.9128,0.004506
ENJYW,2021-11-17,10,7,1.428571,1.43143,1.0696,0.8188,0.001999
ENLV,2026-07-09,7,100,0.07,0.069504,0.1547,0.3,0.007107
ENSC,2022-10-28,1,18,0.055556,0.054744,0.3629,0.1269,0.014717
ENSC,2023-03-31,3,35,0.085714,0.0856,0.2345,0.5114,0.001334
ENSC,2024-12-06,2,27,0.074074,0.073121,0.2315,0.1766,0.012947
ENSV,2023-03-13,13,9,1.444444,1.441525,1.1817,1.0213,0.002023
ENTO,2025-08-18,1,3,0.333333,0.333333,1.0503,0.3745,0.0
